РЕГИОН,ГОРОД,РАЙОН,НАЗВАНИЕ,ТИП,ТИП_НАЗВАНИЕ,АДРЕС,САЙТ,ДОМЕН_SUDRF,ПАРСЕР,КОД
Ивановская область,Приволжск,Приволжский,Приволжский районный суд Ивановской области,районный_городской,"Районный, городской, межрайонный суд","155550, Ивановская обл, г Приволжск, ул Революционная, д 118Г",https://privolzhsky--iwn.sudrf.ru/,privolzhsky--iwn.sudrf.ru,да,37RS0015
Ивановская область,Пучеж,Пучежский,Пучежский районный суд Ивановской области,районный_городской,"Районный, городской, межрайонный суд","155362, Ивановская обл, г Пучеж, ул 2-я Производственная, д 9А",https://puchezhsky--iwn.sudrf.ru/,puchezhsky--iwn.sudrf.ru,да,37RS0016
Ивановская область,Родники,Родниковский,Родниковский районный суд Ивановской области,районный_городской,"Районный, городской, межрайонный суд","155250, Ивановская обл, г Родники, ул Невская, д 69",https://rodnikovsky--iwn.sudrf.ru/,rodnikovsky--iwn.sudrf.ru,да,37RS0017
Ивановская область,Тейково,Тейковский,Тейковский районный суд Ивановской области,районный_городской,"Районный, городской, межрайонный суд","155048, Ивановская обл, г Тейково, ул Шибаевская, д 15",https://teikovsky--iwn.sudrf.ru/,teikovsky--iwn.sudrf.ru,да,37RS0020
Ивановская область,Фурманов,,Фурмановский городской суд Ивановской области,районный_городской,"Районный, городской, межрайонный суд","155526, Ивановская обл, г Фурманов, ул Хлебникова, д 6",https://furmanovsky--iwn.sudrf.ru/,furmanovsky--iwn.sudrf.ru,да,37RS0021
Ивановская область,Шуя,,Шуйский городской суд Ивановской области,районный_городской,"Районный, городской, межрайонный суд","155900, Ивановская обл, г Шуя, пл Комсомольская, д 19",https://shuisky--iwn.sudrf.ru/,shuisky--iwn.sudrf.ru,да,37RS0023
Иркутская область,,Казачинско-Ленский,Казачинско-Ленский районный суд Иркутской области,районный_городской,"Районный, городской, межрайонный суд","666504, Иркутская обл, Казачинско-Ленский р-н, мкр 2-й (рп Магистральный), зд 5",https://kazachinsko-lenynsky--irk.sudrf.ru/,kazachinsko-lenynsky--irk.sudrf.ru,да,38RS0014
Иркутская область,Ангарск,,Ангарский городской суд Иркутской области,районный_городской,"Районный, городской, межрайонный суд","665830, Иркутская обл, г Ангарск, ул Ворошилова, д 1",https://angarsky--irk.sudrf.ru/,angarsky--irk.sudrf.ru,да,38RS0001
Иркутская область,Балаганск,Балаганский,Балаганский районный суд Иркутской области,районный_городской,"Районный, городской, межрайонный суд","666391, Иркутская обл, п Балаганск, ул Кольцевая, д 18",https://balagansky--irk.sudrf.ru/,balagansky--irk.sudrf.ru,да,38RS0002
Иркутская область,Баяндай,Баяндаевский,Баяндаевский районный суд Иркутской области,районный_городской,"Районный, городской, межрайонный суд","669120, Иркутская обл, с Баяндай, ул 60 лет Октября, д 1",https://bayandaevsky--uso.sudrf.ru/,bayandaevsky--uso.sudrf.ru,да,85RS0001
Иркутская область,Бодайбо,,Бодайбинский городской суд Иркутской области,районный_городской,"Районный, городской, межрайонный суд","666904, Иркутская обл, г Бодайбо, ул Розы Люксембург, зд 10",https://bodaybinsky--irk.sudrf.ru/,bodaybinsky--irk.sudrf.ru,да,38RS0005
Иркутская область,Бохан,Боханский,Боханский районный суд Иркутской области,районный_городской,"Районный, городской, межрайонный суд","669311, Иркутская обл, п Бохан, ул Советская, д 7",https://bohalinsky--uso.sudrf.ru/,bohalinsky--uso.sudrf.ru,да,85RS0002
